-3.949267387390136719e+00,-3.957178592681884766e+00
-4.916711807250976562e+00,-4.997699737548828125e+00
-4.847278118133544922e+00,-4.840997695922851562e+00
-4.313262939453125000e+00,-4.365797996520996094e+00
-8.579477310180664062e+00,-8.691257476806640625e+00
-4.071602821350097656e+00,-4.120183467864990234e+00
-4.063684463500976562e+00,-4.077482223510742188e+00
-5.076461791992187500e+00,-4.984058856964111328e+00
-5.294720172882080078e+00,-5.293786048889160156e+00
-5.722020626068115234e+00,-5.606323719024658203e+00
-4.010663032531738281e+00,-4.019820213317871094e+00
-4.485691547393798828e+00,-4.482541084289550781e+00
-4.231530666351318359e+00,-4.190103530883789062e+00
-4.791470050811767578e+00,-4.901729583740234375e+00
-8.430664062500000000e+00,-8.466762542724609375e+00
-3.914766311645507812e+00,-3.932117462158203125e+00
-3.780608415603637695e+00,-3.786407232284545898e+00
-4.429961681365966797e+00,-4.396537303924560547e+00
-4.994843959808349609e+00,-5.052040576934814453e+00
-5.128973007202148438e+00,-5.187824249267578125e+00
-6.237406730651855469e+00,-6.365370750427246094e+00
-4.407634735107421875e+00,-4.486956596374511719e+00
-4.236681938171386719e+00,-4.307602405548095703e+00
-3.990932464599609375e+00,-4.035558700561523438e+00
-4.001727104187011719e+00,-4.075662612915039062e+00
-5.542723655700683594e+00,-5.524978160858154297e+00
-5.322576999664306641e+00,-5.286560535430908203e+00
-4.823255062103271484e+00,-4.765385150909423828e+00
-4.131822109222412109e+00,-4.139319896697998047e+00
-6.305425643920898438e+00,-6.396831989288330078e+00
-5.029197216033935547e+00,-4.999322414398193359e+00
-4.688058853149414062e+00,-4.663480758666992188e+00
-4.732736110687255859e+00,-4.747634887695312500e+00
-5.857002735137939453e+00,-5.953721046447753906e+00
-4.752615451812744141e+00,-4.776871681213378906e+00
-4.924035549163818359e+00,-4.999804496765136719e+00
-4.552709102630615234e+00,-4.535717964172363281e+00
-3.729364871978759766e+00,-3.789532661437988281e+00
-4.534270763397216797e+00,-4.508313655853271484e+00
-3.914018154144287109e+00,-3.900054931640625000e+00
-4.163916587829589844e+00,-4.196311473846435547e+00
-4.577053546905517578e+00,-4.539381980895996094e+00
-6.148333072662353516e+00,-6.072003364562988281e+00
-4.077157020568847656e+00,-4.149518966674804688e+00
-5.039755821228027344e+00,-4.973804473876953125e+00
-4.203900337219238281e+00,-4.279650688171386719e+00
-5.432565212249755859e+00,-5.432855606079101562e+00
-6.069607734680175781e+00,-6.008217811584472656e+00
-3.997737407684326172e+00,-3.962221622467041016e+00
-3.857720851898193359e+00,-3.893846988677978516e+00
-3.827082872390747070e+00,-3.791087388992309570e+00
-4.173718452453613281e+00,-4.148947715759277344e+00
-3.884412288665771484e+00,-3.875289678573608398e+00
-4.617619991302490234e+00,-4.621815681457519531e+00
-4.641637802124023438e+00,-4.698423862457275391e+00
-4.327220916748046875e+00,-4.340614318847656250e+00
-5.008657455444335938e+00,-5.031394481658935547e+00
-4.068176269531250000e+00,-4.043722152709960938e+00
-6.503035068511962891e+00,-6.423384666442871094e+00
-6.379892349243164062e+00,-6.343657493591308594e+00
-4.180144786834716797e+00,-4.253718376159667969e+00
-5.826035499572753906e+00,-5.761707305908203125e+00
-4.840727329254150391e+00,-4.859028816223144531e+00
-4.516494750976562500e+00,-4.529478073120117188e+00
-4.239462375640869141e+00,-4.246190547943115234e+00
-5.097857475280761719e+00,-5.116224765777587891e+00
-4.742164611816406250e+00,-4.787127494812011719e+00
-4.961675167083740234e+00,-5.031675338745117188e+00
-5.408804893493652344e+00,-5.344287395477294922e+00
-5.769537925720214844e+00,-5.704218864440917969e+00
-5.800614356994628906e+00,-5.735984325408935547e+00
-6.170331478118896484e+00,-6.094875335693359375e+00
-3.545948982238769531e+00,-3.508186817169189453e+00
-5.207391738891601562e+00,-5.202249050140380859e+00
-4.013823509216308594e+00,-3.988164901733398438e+00
-4.133754730224609375e+00,-4.193211555480957031e+00
-3.538081407546997070e+00,-3.569016933441162109e+00
-4.332519531250000000e+00,-4.289325237274169922e+00
-3.885670900344848633e+00,-3.868072509765625000e+00
-5.232318878173828125e+00,-5.227063179016113281e+00
-5.685975074768066406e+00,-5.599778652191162109e+00
-3.911030769348144531e+00,-3.954276323318481445e+00
-5.765768051147460938e+00,-5.663483619689941406e+00
-4.551788330078125000e+00,-4.512503623962402344e+00
-4.517981052398681641e+00,-4.484146595001220703e+00
-3.781291246414184570e+00,-3.774893045425415039e+00
-4.498952388763427734e+00,-4.359592437744140625e+00
-4.149182319641113281e+00,-4.219359397888183594e+00
-5.033906936645507812e+00,-5.004592895507812500e+00
-6.148865699768066406e+00,-5.973646163940429688e+00
-4.591675281524658203e+00,-4.578302383422851562e+00
-6.293783187866210938e+00,-6.296162605285644531e+00
