-4.091485977172851562e+00,-3.967569351196289062e+00
-3.976922512054443359e+00,-3.960627555847167969e+00
-3.468296766281127930e+00,-3.389215707778930664e+00
-3.842279195785522461e+00,-3.903248071670532227e+00
-4.837968826293945312e+00,-4.899731636047363281e+00
-4.291609764099121094e+00,-4.376492500305175781e+00
-5.618510246276855469e+00,-5.771037101745605469e+00
-7.611497402191162109e+00,-7.695076942443847656e+00
-4.156376838684082031e+00,-4.106807708740234375e+00
-5.830314636230468750e+00,-5.854258537292480469e+00
-3.936272382736206055e+00,-3.959411621093750000e+00
-3.961110591888427734e+00,-4.012282848358154297e+00
-3.718558311462402344e+00,-3.718693971633911133e+00
-4.567404747009277344e+00,-4.539046287536621094e+00
-3.793515443801879883e+00,-3.793690204620361328e+00
-5.674944877624511719e+00,-5.579360961914062500e+00
-3.540318965911865234e+00,-3.517208337783813477e+00
-5.506271362304687500e+00,-5.421607971191406250e+00
-3.706416130065917969e+00,-3.694187164306640625e+00
-4.446557998657226562e+00,-4.549796581268310547e+00
-7.682441234588623047e+00,-7.690311908721923828e+00
-4.992311477661132812e+00,-4.971458435058593750e+00
-5.859635353088378906e+00,-5.875046730041503906e+00
-4.470265388488769531e+00,-4.477887153625488281e+00
-4.345520973205566406e+00,-4.406756877899169922e+00
-9.228242874145507812e+00,-9.319017410278320312e+00
-4.265090465545654297e+00,-4.185616493225097656e+00
-5.607076168060302734e+00,-5.633121013641357422e+00
-6.166209220886230469e+00,-6.156248569488525391e+00
-6.045250892639160156e+00,-6.171213150024414062e+00
-4.350847244262695312e+00,-4.360614776611328125e+00
-4.912211894989013672e+00,-4.960276126861572266e+00
-4.403108596801757812e+00,-4.371874332427978516e+00
-4.846468448638916016e+00,-4.830501079559326172e+00
-5.360129356384277344e+00,-5.388554573059082031e+00
-4.340826034545898438e+00,-4.388514041900634766e+00
-6.133380889892578125e+00,-6.071730613708496094e+00
-4.065166473388671875e+00,-4.055846214294433594e+00
-4.121111392974853516e+00,-4.110324382781982422e+00
-5.588653564453125000e+00,-5.547411441802978516e+00
-5.661118507385253906e+00,-5.611261367797851562e+00
-4.269145488739013672e+00,-4.247196197509765625e+00
-6.114824771881103516e+00,-6.136929512023925781e+00
-5.206732749938964844e+00,-5.252102375030517578e+00
-4.571342945098876953e+00,-4.462400436401367188e+00
-1.090220165252685547e+01,-1.054480838775634766e+01
-4.602289676666259766e+00,-4.566817283630371094e+00
-4.925046920776367188e+00,-5.050580024719238281e+00
-4.913405418395996094e+00,-4.874362945556640625e+00
-4.695588588714599609e+00,-4.682024002075195312e+00
-5.804727554321289062e+00,-5.798152446746826172e+00
-6.389196872711181641e+00,-6.483294010162353516e+00
-6.817604064941406250e+00,-6.929796695709228516e+00
-4.254222869873046875e+00,-4.237314224243164062e+00
-4.487155914306640625e+00,-4.522028923034667969e+00
-6.485071659088134766e+00,-6.264551162719726562e+00
-3.935083866119384766e+00,-3.985791921615600586e+00
-4.011212348937988281e+00,-4.005771160125732422e+00
-5.342675209045410156e+00,-5.310878276824951172e+00
-5.742815017700195312e+00,-5.738891601562500000e+00
-4.111338615417480469e+00,-4.073486328125000000e+00
-4.286452293395996094e+00,-4.267765998840332031e+00
-6.973661899566650391e+00,-6.823587417602539062e+00
-3.773502826690673828e+00,-3.742186307907104492e+00
-5.818584918975830078e+00,-5.759821891784667969e+00
-5.892646789550781250e+00,-5.739497184753417969e+00
-3.510834217071533203e+00,-3.529212951660156250e+00
-5.800167083740234375e+00,-5.700479507446289062e+00
-6.550398826599121094e+00,-6.484286308288574219e+00
-4.507391452789306641e+00,-4.490441799163818359e+00
-5.901003837585449219e+00,-5.868355274200439453e+00
-4.657624244689941406e+00,-4.742731094360351562e+00
-4.089610576629638672e+00,-4.008593559265136719e+00
-4.320559024810791016e+00,-4.354813575744628906e+00
